iter	RMSE
403	0.4011635304
404	0.4011458342
405	0.4010714443
406	0.400966587
407	0.4009384941
408	0.4008915405
409	0.4008487484
410	0.4008198972
411	0.4007924326
412	0.4007604358
413	0.4007161539
414	0.4006768273
415	0.400641542
416	0.4005726982
417	0.400545605
418	0.4005137952
419	0.4004819445
420	0.400443567
421	0.400400368
422	0.4003739056
423	0.4003216327
424	0.4002813123
425	0.4002532101
426	0.4002184472
427	0.4000434319
428	0.3998739174
429	0.3998454207
430	0.3998178852
431	0.3997812238
432	0.3997409686
433	0.399713128
434	0.399579309
435	0.3995398117
436	0.399494507
437	0.3994593588
438	0.3993725742
439	0.3993329982
440	0.3992949918
441	0.3991537139
442	0.3991148602
443	0.3990913609
444	0.3990572808
445	0.3990252499
446	0.398939266
447	0.3989154169
448	0.398871249
449	0.3988348922
450	0.3987978693
451	0.3987786623
452	0.3987385822
453	0.3987275293
454	0.3986931977
455	0.3985683418
456	0.3984945067
457	0.3984268369
458	0.3983101664
459	0.3982861157
460	0.3982558277
461	0.3982092907
462	0.3981264741
463	0.3980639529
464	0.3979963666
465	0.3979493093
466	0.3979156118
467	0.3978712643
468	0.3978374648
469	0.3977248368
470	0.3976940478
471	0.3976624307
472	0.3975714682
473	0.3975529128
474	0.3975127024
475	0.3974647529
476	0.3974392791
477	0.3973973374
478	0.3973678545
479	0.3973532717
480	0.3973316856
481	0.3972725817
482	0.3972353309
483	0.3972097653
484	0.3971933309
485	0.3971562376
486	0.3971444954
487	0.3971199476
488	0.3970916576
489	0.3970152035
490	0.3969546114
491	0.3969227134
492	0.3968871441
493	0.3968334401
494	0.3968025136
495	0.3967723878
496	0.3967470824
497	0.3967304101
498	0.396702782
499	0.3966362031
500	0.3965759542
501	0.396563014
502	0.3965442126
503	0.3965024396
504	0.3964863028
505	0.3964545233
506	0.39641491
507	0.396401631
508	0.3963768585
509	0.3963573297
510	0.396334574
511	0.3963092855
512	0.3962911827
513	0.3962608301
514	0.3962246016
515	0.396209174
516	0.3961900418
517	0.3960835169
518	0.3960643913
519	0.3960433834
520	0.3960306264
521	0.3959932618
522	0.395971243
523	0.3959256645
524	0.3958992133
525	0.3958676811
526	0.3957938651
527	0.3957255808
528	0.3957031484
529	0.3956917509
530	0.3956474137
531	0.3956099972
532	0.3955868515
533	0.3955230522
534	0.3954930044
535	0.3954463472
536	0.3954069751
537	0.3953801998
538	0.395330755
539	0.3952350213
540	0.3952215666
541	0.3951939412
542	0.3951691638
543	0.3951433692
544	0.3951195947
545	0.3950960017
546	0.395058119
547	0.3950137321
548	0.3949910662
549	0.3949304744
550	0.3949127853
551	0.3948943852
552	0.3948596275
553	0.3947742709
554	0.3947519293
555	0.3947252287
556	0.3946977686
557	0.3946839999
558	0.3946581473
559	0.3946299086
560	0.3946090595
561	0.3945793126
562	0.3945564583
563	0.394536815
564	0.3945155418
565	0.3944939551
566	0.394473023
567	0.3944495197
568	0.3944171537
569	0.3944005331
570	0.3943914484
571	0.3943726766
572	0.3943450627
573	0.3943111329
574	0.3942976375
575	0.3942570079
576	0.3942118427
577	0.3941871286
578	0.3941418881
579	0.3941185255
580	0.3941071134
581	0.3940832107
582	0.3940527874
583	0.3940238475
584	0.3939808142
585	0.3939538596
586	0.3939144128
587	0.393895801
588	0.3938371808
589	0.3938107172
590	0.3937916941
591	0.3937694003
592	0.3937548638
593	0.3937366466
594	0.3937137161
595	0.3936947946
596	0.3936530296
597	0.3936316775
598	0.3935477504
599	0.3935308663
600	0.3935114805
601	0.3934660637
602	0.3933926372
603	0.3933595783
604	0.3933358532
605	0.3933235001
606	0.3933025378
607	0.3932830732
608	0.3932651445
609	0.3932446313
610	0.3932207766
611	0.3931868773
612	0.3931728081
613	0.3931638766
614	0.393147454
615	0.3931002981
616	0.3930691105
617	0.3930539928
618	0.3930297402
619	0.393003033
620	0.3929738503
621	0.3929615035
622	0.3929529626
623	0.3929016268
624	0.3928905593
625	0.3928767319
626	0.392851642
627	0.3928331683
628	0.3927921208
629	0.3927673142
630	0.3927415698
631	0.3927172121
632	0.392680611
633	0.3926224809
634	0.3926061567
635	0.3925855522
636	0.3925676872
637	0.3924537085
638	0.3924325196
639	0.392404937
640	0.3923947848
641	0.3923752686
642	0.3923583246
643	0.3923389647
644	0.3923210648
645	0.3922974282
646	0.3922774571
647	0.3922642031
648	0.3922435534
649	0.3922255802
650	0.3922183487
651	0.3922001369
652	0.3921843044
653	0.3921697943
654	0.3921388254
655	0.3921058572
656	0.3920851152
657	0.3920647594
658	0.3920462807
659	0.3920327661
660	0.3920223258
661	0.3920057725
662	0.3919852499
663	0.3919588808
664	0.3919335241
665	0.3919183751
666	0.3919055675
667	0.3918962615
668	0.3918786725
669	0.3918602304
670	0.3918426912
671	0.3918342016
672	0.3917692891
673	0.3917434012
674	0.3917117896
675	0.3916865793
676	0.3916765917
677	0.3916602716
678	0.3916441739
679	0.391586462
680	0.3915553328
681	0.3915202688
682	0.3914975669
683	0.3914731644
684	0.3914535214
685	0.3914355901
686	0.3913634472
687	0.391320434
688	0.3913036897
689	0.3912920062
690	0.3912709219
691	0.3912521788
692	0.3912311602
693	0.3912211933
694	0.3912095936
695	0.3911865052
696	0.3911538468
697	0.3911342066
698	0.3911149263
699	0.3909518615
700	0.3909290611
701	0.3909127906
702	0.3908955907
703	0.3908702475
704	0.3908270622
705	0.3908078623
706	0.3907864966
707	0.390766147
708	0.3907456508
709	0.3907286514
710	0.3907007025
711	0.3906683783
712	0.3906507539
713	0.3906329047
714	0.3905951937
715	0.3905771557
716	0.3905611844
717	0.3905399696
718	0.3905113132
719	0.3904978573
720	0.3904838182
721	0.3904648458
722	0.3904545734
723	0.3904081179
724	0.3903961727
725	0.3903771175
726	0.3903615221
727	0.3903419118
728	0.3903105418
729	0.3902994142
730	0.3902845173
731	0.3902534841
732	0.3902344822
733	0.3901673394
734	0.3901353058
735	0.3901241592
736	0.390111721
737	0.3900966074
738	0.3900872887
739	0.3900712675
740	0.3900537715
741	0.3900329792
742	0.3900142879
743	0.389998486
744	0.38997926
745	0.3899514831
746	0.3899366196
747	0.3899231569
748	0.3899053651
749	0.3898885791
750	0.389871308
751	0.3898605064
752	0.3898497009
753	0.3898364113
754	0.3898314721
755	0.3898199332
756	0.389800758
757	0.3897910181
758	0.3897692756
759	0.3897507264
760	0.3897323362
761	0.38971493
762	0.3896584033
763	0.3896488818
764	0.3896299168
765	0.3896073314
766	0.3895942034
767	0.3895809359
768	0.3895503968
769	0.3895393735
770	0.3895297148
771	0.3895029173
772	0.3894879519
773	0.3894725932
774	0.3894568322
775	0.3894498779
776	0.3894364212
777	0.3894235036
778	0.3893184602
779	0.3893091148
780	0.389287867
781	0.3892688936
782	0.3892502257
783	0.3892350544
784	0.3892227
785	0.3892127933
786	0.3891648842
787	0.3891547346
788	0.3891344273
789	0.3891107907
790	0.389101577
791	0.3890912418
792	0.3890758131
793	0.3890554593
794	0.3890427188
795	0.3890289655
796	0.389016568
797	0.3889998145
798	0.3889884499
799	0.3889813468
800	0.3889588847
801	0.3889441251
802	0.3889302641
803	0.3889151901
804	0.3889091385
805	0.3888927384
806	0.3888755352
807	0.3888634498
808	0.388842921
809	0.3887883812
810	0.3887753422
811	0.3887439938
812	0.3886885563
813	0.3886761826
814	0.388658741
815	0.3886454769
816	0.3886343693
817	0.38862386
818	0.3886025037
819	0.3885914759
820	0.3885731634
821	0.3885620402
822	0.3885527654
823	0.3885385437
824	0.3885269777
825	0.3884823853
826	0.3884459744
827	0.3884282082
828	0.3883780757
829	0.3883647639
830	0.3883530047
831	0.3883405993
832	0.3883298146
833	0.3883035468
834	0.3882971511
835	0.3882768583
836	0.3882300665
837	0.3882144472
838	0.3881927237
839	0.3881778789
840	0.3881644842
841	0.3881521524
842	0.3881120526
843	0.3880956564
844	0.3880780748
845	0.3880552756
846	0.3880337767
847	0.3879998306
848	0.3879839489
849	0.387960697
850	0.3879476745
851	0.3879336034
852	0.3879188766
853	0.3878922891
854	0.3878635641
855	0.3878439797
856	0.3878361443
857	0.3877532392
858	0.3877344626
859	0.3877213626
860	0.3877066581
861	0.3876937908
862	0.3876848696
863	0.3876760468
864	0.3876672486
865	0.3876465101
866	0.3876307076
867	0.3876207662
868	0.3876105843
869	0.3875995024
870	0.3875904959
871	0.3875845229
872	0.3875645379
873	0.3875522699
874	0.3875397972
875	0.3875244779
876	0.3874796007
877	0.3874385483
878	0.3874162051
879	0.3874063734
880	0.3873313388
881	0.3873174927
882	0.3873095888
883	0.3872958327
884	0.3872820241
885	0.3872478789
886	0.3872369257
887	0.3871997956
888	0.3871841727
889	0.38716593
890	0.3871520038
891	0.3871415784
892	0.387130076
893	0.3871257366
894	0.387117025
895	0.387098861
896	0.387079514
897	0.3870702458
898	0.3870612873
899	0.3870497558
900	0.3870274894
901	0.387016945
902	0.3870124711
903	0.3870015478
904	0.3869631505
905	0.3869484762
906	0.3869396797
907	0.3869127498
908	0.3868997723
909	0.3868864897
910	0.3868551349
911	0.3868397593
912	0.3868328795
913	0.3868270936
914	0.3868121523
915	0.3868049822
916	0.3867918732
917	0.3867804472
918	0.3867684995
919	0.3867584281
920	0.3867461661
921	0.3867375851
922	0.3867230201
923	0.3867168812
924	0.3866426235
925	0.386622693
926	0.3866090773
927	0.3866011709
928	0.3865914408
929	0.3865798578
930	0.3865674391
931	0.3865561834
932	0.3865373426
933	0.3865187921
934	0.3865082909
935	0.3864993095
936	0.3864852897
937	0.3864565191
938	0.3864475952
939	0.3864085182
940	0.3863879116
941	0.3863677244
942	0.3863584865
943	0.3863451597
944	0.3863235456
945	0.3863006548
946	0.3862710769
947	0.3862574018
948	0.3862179147
949	0.3862044893
950	0.3861890084
951	0.3861819707
952	0.386162633
953	0.3861530476
954	0.3861407558
955	0.3861298526
956	0.3861233877
957	0.3861115285
958	0.3860716975
959	0.3860631222
960	0.3860556756
961	0.3860432767
962	0.3860319825
963	0.3860280326
964	0.38600781
965	0.3859924202
966	0.3859859586
967	0.3859786791
968	0.3859729458
969	0.3859613438
970	0.3859526077
971	0.385943184
972	0.3859258838
973	0.3859198489
974	0.3859075962
975	0.3858969596
976	0.3858770953
977	0.3858570572
978	0.3858226015
979	0.3858046918
980	0.3857970792
981	0.3857779652
982	0.3857686226
983	0.3857489138
984	0.3857309406
985	0.3857216872
986	0.3857107474
987	0.3857008015
988	0.3856861605
989	0.38568117
990	0.3856673455
991	0.3856575631
992	0.3856385961
993	0.3856193087
994	0.3856102366
995	0.3855999047
996	0.3855869499
997	0.3855610893
998	0.385551013
999	0.3855311561
